atlas	K	train_data	train_sess	test_data	test_sess	model_type	group_map_name	subj_num	indiv_test_kappa	homo_indiv	task_name	test_run	train_smooth	test_smooth	test_type	strength	spatial_w
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	103414		0.061200626	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	103818		0.10178236	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	104820		0.09233483	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	105216		0.080522455	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	105923		0.12731192	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	106319		0.16590619	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	108121		0.08652118	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	108222		0.06730282	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	113316		0.06936423	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	123723		0.039017685	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	127226		0.059869524	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	127933		0.11333778	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	128026		0.073233806	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	128127		0.053824976	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	128632		0.13297373	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	128935		0.04063224	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	129331		0.09734646	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	130316		0.057183124	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	130922		0.041120082	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	131217		0.053122964	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	132017		0.09264478	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	134021		0.07386372	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	134324		0.063540205	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	134425		0.0597741	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	135629		0.10573982	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	135730		0.059176967	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	135932		0.07432742	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	136126		0.0381671	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	136227		0.046716362	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	136631		0.06391906	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	138332		0.096928656	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	140824		0.064401105	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	143325		0.11176673	all	2	6fwhm	sm0	Tseries	20	30
